naptanid,stopType,commonName,line,lat,lon
490G00019351,NaptanOnstreetBusCoachStopPair,Colindeep Lane,324,51.587674,-0.235103
490G00019403,NaptanOnstreetBusCoachStopPair,Tesco Brent Cross,324,51.574732,-0.214766
490G00020077,NaptanOnstreetBusCoachStopPair,Brockley Avenue,324,51.622848,-0.293836
490G00020227,NaptanOnstreetBusCoachStopPair,Roe Green Park,324,51.58497,-0.269057
490G000302,NaptanOnstreetBusCoachStopPair,Slough Lane,324,51.584409,-0.267057
490G000539,NaptanOnstreetBusCoachStopPair,Graham Road,324,51.581426,-0.226887
490G000889,NaptanOnstreetBusCoachStopCluster,Kingsbury Circle,324,51.585588,-0.282371
490G00106G,NaptanOnstreetBusCoachStopCluster,Hendon Central Station,324,51.5839,-0.228682
490G00128B,NaptanOnstreetBusCoachStopCluster,Kingsbury Station,324,51.584842,-0.279353
490G00219A,NaptanOnstreetBusCoachStopCluster,Stanmore Station,324,51.619725,-0.302982
940GZZLUHCL,NaptanMetroStation,Hendon Central Underground Station,324,51.583301,-0.226424
940GZZLUKBY,NaptanMetroStation,Kingsbury Underground Station,324,51.584845,-0.27879
940GZZLUSTM,NaptanMetroStation,Stanmore Underground Station,324,51.619839,-0.303266
490000068A,NaptanPublicBusCoachTram,East Ham Station,325,51.540029,0.050975
490000068B,NaptanPublicBusCoachTram,East Ham Station,325,51.53938,0.051046
490001079A,NaptanPublicBusCoachTram,Chauntler Close / Cundy Park,325,51.509944,0.029505
490001079B,NaptanPublicBusCoachTram,Chauntler Close / Cundy Park,325,51.510011,0.028254
490003280W,NaptanPublicBusCoachTram,Altmore Avenue,325,51.533608,0.059193
490003280X,NaptanPublicBusCoachTram,Altmore Avenue,325,51.533657,0.058474
490003305N,NaptanPublicBusCoachTram,Quay Road,325,51.530413,0.072616
490003305S,NaptanPublicBusCoachTram,Quay Road,325,51.529987,0.072813
490003549S,NaptanPublicBusCoachTram,Barking Road,325,51.522753,0.022578
490003754N,NaptanPublicBusCoachTram,Jenkins Lane,325,51.525674,0.078715
490003754S,NaptanPublicBusCoachTram,Jenkins Lane,325,51.525558,0.0792
490003888D,NaptanPublicBusCoachTram,Bendish Road,325,51.538107,0.051379
490003888N,NaptanPublicBusCoachTram,Bendish Road,325,51.537543,0.051714
490004592E,NaptanPublicBusCoachTram,Burges Road,325,51.535756,0.06748
490004592W,NaptanPublicBusCoachTram,Burges Road,325,51.535051,0.066612
490004881J,NaptanPublicBusCoachTram,Caledon Road,325,51.535893,0.052461
490005335E,NaptanPublicBusCoachTram,Beckton Triangle Retail Park,325,51.521585,0.070457
490005335W,NaptanPublicBusCoachTram,Beckton Triangle Retail Park,325,51.521404,0.070521
490005387D,NaptanPublicBusCoachTram,Clegg Street,325,51.53112,0.021291
490005741N,NaptanPublicBusCoachTram,Crescent Road,325,51.534926,0.022238
490005741S,NaptanPublicBusCoachTram,Crescent Road,325,51.535717,0.022259
490006040N,NaptanPublicBusCoachTram,Denmark Street,325,51.520036,0.024217
490006040S,NaptanPublicBusCoachTram,Denmark Street,325,51.519576,0.024297
490006054N,NaptanPublicBusCoachTram,Derby Road,325,51.540789,0.038347
490006054S,NaptanPublicBusCoachTram,Derby Road,325,51.540566,0.03877
490006106N,NaptanPublicBusCoachTram,Balaam Park Health Centre,325,51.526319,0.023818
490006318N1,NaptanPublicBusCoachTram,East Beckton / Sainsbury's,325,51.521208,0.066821
490006360S,NaptanPublicBusCoachTram,High Street North,325,51.532964,0.053339
490006917E,NaptanPublicBusCoachTram,Woodgrange Road,325,51.546528,0.026849
490006917G,NaptanPublicBusCoachTram,Romford Road,325,51.545673,0.025845
490006917H,NaptanPublicBusCoachTram,Nursery Lane,325,51.545843,0.025881
490007330N,NaptanPublicBusCoachTram,Studley Road,325,51.544014,0.026045
490007497E,NaptanPublicBusCoachTram,Green Street,325,51.547096,0.031908
490007497W,NaptanPublicBusCoachTram,Green Street,325,51.54681,0.030294
490007673S,NaptanPublicBusCoachTram,Halley Road,325,51.544199,0.036654
490008049N,NaptanPublicBusCoachTram,Halley Road,325,51.544821,0.036595
490008049S,NaptanPublicBusCoachTram,Henderson Road,325,51.546244,0.036456
490008603W,NaptanPublicBusCoachTram,Katherine Road,325,51.547409,0.035167
490008637E,NaptanPublicBusCoachTram,Kennedy Close,325,51.530352,0.02205
490009092E,NaptanPublicBusCoachTram,Leslie Road / Custom House Station,325,51.510218,0.026145
490009092F,NaptanPublicBusCoachTram,Leslie Road / Custom House Station,325,51.51101,0.025575
490009149S,NaptanPublicBusCoachTram,Liddon Road,325,51.524721,0.02366
490010212S,NaptanPublicBusCoachTram,Vandome Close,325,51.511806,0.025351
490010212S2,NaptanPublicBusCoachTram,Vandome Close,325,51.512026,0.025087
490010218O,NaptanPublicBusCoachTram,Newham Town Hall,325,51.533264,0.055775
490010218W,NaptanPublicBusCoachTram,Newham Town Hall,325,51.533283,0.056727
490010219N,NaptanPublicBusCoachTram,Newham Way,325,51.518044,0.023436
490010219S,NaptanPublicBusCoachTram,Newham Way,325,51.517941,0.023648
490011001K,NaptanPublicBusCoachTram,Ron Leighton Way,325,51.535716,0.051285
490011039N,NaptanPublicBusCoachTram,Barking Road,325,51.522756,0.022406
490011042S,NaptanPublicBusCoachTram,Plaistow Broadway,325,51.529162,0.024304
490011045N,NaptanPublicBusCoachTram,Balaam Street,325,51.529631,0.023676
490011050W,NaptanPublicBusCoachTram,Katherine Road,325,51.538407,0.042942
490011054N,NaptanPublicBusCoachTram,Plashet Road / Portway,325,51.536341,0.022056
490011054S,NaptanPublicBusCoachTram,Plashet Road / Portway,325,51.537282,0.022213
490011055E,NaptanPublicBusCoachTram,Plashet School,325,51.540387,0.049549
490011055Z,NaptanPublicBusCoachTram,Plashet School,325,51.539905,0.047811
490011204Q,NaptanPublicBusCoachTram,Prince Regent Bus Station,325,51.509549,0.034661
490011204S,NaptanPublicBusCoachTram,Prince Regent Bus Station,325,51.509553,0.034949
490011814N,NaptanPublicBusCoachTram,Russell Road,325,51.513442,0.024875
490011814S,NaptanPublicBusCoachTram,Canning Town Recreation Ground,325,51.514879,0.025473
490012011N,NaptanPublicBusCoachTram,Sewell Street,325,51.527149,0.023667
490012011S,NaptanPublicBusCoachTram,Sewell Street,325,51.527212,0.024175
490012130E,NaptanPublicBusCoachTram,Shrewsbury Road,325,51.539568,0.04595
490012130W,NaptanPublicBusCoachTram,Shrewsbury Road,325,51.538962,0.044639
490012287N,NaptanPublicBusCoachTram,South Esk Road,325,51.542986,0.036643
490012287S,NaptanPublicBusCoachTram,South Esk Road,325,51.542154,0.037427
490012702E,NaptanPublicBusCoachTram,St George's Road,325,51.5419,0.025576
490012702S,NaptanPublicBusCoachTram,St George's Road,325,51.542634,0.026301
490012843E,NaptanPublicBusCoachTram,St Olave's Road,325,51.533943,0.063678
490012843W,NaptanPublicBusCoachTram,St Olave's Road,325,51.533995,0.064791
490012949N,NaptanPublicBusCoachTram,St Stephen's Road,325,51.539018,0.040907
490012949S,NaptanPublicBusCoachTram,St Stephen's Road,325,51.539117,0.040883
490013197E,NaptanPublicBusCoachTram,Stopford Road,325,51.532927,0.022366
490013197S,NaptanPublicBusCoachTram,Terrace Road,325,51.533318,0.022629
490013645L,NaptanPublicBusCoachTram,Kempton Road,325,51.534742,0.053001
490014467N,NaptanPublicBusCoachTram,West Ham Park,325,51.538444,0.022625
490014467S,NaptanPublicBusCoachTram,West Ham Park,325,51.539357,0.022896
490015000N,NaptanPublicBusCoachTram,Stratford School,325,51.54051,0.02276
490015000W,NaptanPublicBusCoachTram,Upton Avenue,325,51.541881,0.024595
490015461S,NaptanPublicBusCoachTram,Studley Road,325,51.543885,0.026227
490016788N,NaptanPublicBusCoachTram,Canning Town Recreation Ground,325,51.515568,0.025128
490018831N,NaptanPublicBusCoachTram,Sandringham Road,325,51.546699,0.036174
490G000012,NaptanOnstreetBusCoachStopPair,Canning Town Recreation Ground,325,51.515568,0.025128
490G00002264,NaptanOnstreetBusCoachStopCluster,Chauntler Close / Cundy Park,325,51.510011,0.028254
490G00003280,NaptanOnstreetBusCoachStopCluster,Altmore Avenue,325,51.533657,0.058474
490G00003305,NaptanOnstreetBusCoachStopPair,Quay Road,325,51.530413,0.072616
490G00003549,NaptanOnstreetBusCoachStopPair,Barking Road,325,51.522753,0.022578
490G00003754,NaptanOnstreetBusCoachStopPair,Jenkins Lane,325,51.525558,0.0792
490G00003888,NaptanOnstreetBusCoachStopPair,Bendish Road,325,51.538107,0.051379
490G00004592,NaptanOnstreetBusCoachStopPair,Burges Road,325,51.535051,0.066612
490G00004881,NaptanOnstreetBusCoachStopPair,Caledon Road,325,51.535893,0.052461
490G00005335,NaptanOnstreetBusCoachStopCluster,Beckton Triangle Retail Park,325,51.521404,0.070521
490G00005392,NaptanOnstreetBusCoachStopPair,Clegg Street,325,51.53112,0.021291
490G00005741,NaptanOnstreetBusCoachStopPair,Crescent Road,325,51.534926,0.022238
490G00006040,NaptanOnstreetBusCoachStopPair,Denmark Street,325,51.520036,0.024217
490G00006054,NaptanOnstreetBusCoachStopPair,Derby Road,325,51.540789,0.038347
490G00006106,NaptanOnstreetBusCoachStopPair,Balaam Park Health Centre,325,51.526319,0.023818
490G00006318,NaptanOnstreetBusCoachStopPair,East Beckton / Sainsbury's,325,51.521208,0.066821
490G00006360,NaptanOnstreetBusCoachStopPair,High Street North,325,51.532924,0.053092
490G00006919,NaptanOnstreetBusCoachStopPair,Woodgrange Road,325,51.546462,0.024409
490G00006927,NaptanOnstreetBusCoachStopPair,Romford Road,325,51.545673,0.025845
490G00006939,NaptanOnstreetBusCoachStopPair,Nursery Lane,325,51.545843,0.025881
490G00007330,NaptanOnstreetBusCoachStopPair,Studley Road,325,51.544014,0.026045
490G00007497,NaptanOnstreetBusCoachStopPair,Green Street,325,51.54681,0.030294
490G00007673,NaptanOnstreetBusCoachStopPair,Halley Road,325,51.544199,0.036654
490G00008049,NaptanOnstreetBusCoachStopPair,Henderson Road,325,51.546244,0.036456
490G00008603,NaptanOnstreetBusCoachStopPair,Katherine Road,325,51.547771,0.036582
490G00008637,NaptanOnstreetBusCoachStopPair,Kennedy Close,325,51.530212,0.021828
490G00009092,NaptanOnstreetBusCoachStopPair,Leslie Road / Custom House Station,325,51.510218,0.026145
490G00009149,NaptanOnstreetBusCoachStopPair,Liddon Road,325,51.524721,0.02366
490G00010212,NaptanOnstreetBusCoachStopPair,Vandome Close,325,51.512026,0.025087
490G00010218,NaptanOnstreetBusCoachStopCluster,Newham Town Hall,325,51.531752,0.055303
490G00010219,NaptanOnstreetBusCoachStopPair,Newham Way,325,51.518044,0.023436
490G00011001,NaptanOnstreetBusCoachStopCluster,Ron Leighton Way,325,51.535716,0.051285
490G00011042,NaptanOnstreetBusCoachStopPair,Plaistow Broadway,325,51.529162,0.024304
490G00011045,NaptanOnstreetBusCoachStopPair,Balaam Street,325,51.529631,0.023676
490G00011050,NaptanOnstreetBusCoachStopPair,Katherine Road,325,51.538407,0.042942
490G00011054,NaptanOnstreetBusCoachStopPair,Plashet Road / Portway,325,51.536341,0.022056
490G00011055,NaptanOnstreetBusCoachStopPair,Plashet School,325,51.539905,0.047811
490G00011814,NaptanOnstreetBusCoachStopPair,Russell Road,325,51.513442,0.024875
490G00012011,NaptanOnstreetBusCoachStopPair,Sewell Street,325,51.527149,0.023667
490G00012130,NaptanOnstreetBusCoachStopPair,Shrewsbury Road,325,51.538962,0.044639
490G00012287,NaptanOnstreetBusCoachStopPair,South Esk Road,325,51.542986,0.036643
490G00012702,NaptanOnstreetBusCoachStopPair,St George's Road,325,51.542634,0.026301
490G00012843,NaptanOnstreetBusCoachStopPair,St Olave's Road,325,51.533943,0.063678
490G00012949,NaptanOnstreetBusCoachStopPair,St Stephen's Road,325,51.539018,0.040907
490G00013197,NaptanOnstreetBusCoachStopPair,Stopford Road,325,51.532927,0.022366
490G00013201,NaptanOnstreetBusCoachStopPair,Terrace Road,325,51.533318,0.022629
490G00013645,NaptanOnstreetBusCoachStopPair,Kempton Road,325,51.534742,0.053001
490G00014467,NaptanOnstreetBusCoachStopPair,West Ham Park,325,51.538444,0.022625
490G00015000,NaptanOnstreetBusCoachStopPair,Upton Avenue,325,51.541881,0.024595
490G00015013,NaptanOnstreetBusCoachStopPair,Stratford School,325,51.54051,0.02276
490G00018831,NaptanOnstreetBusCoachStopPair,Sandringham Road,325,51.546699,0.036174
490G00068A,NaptanOnstreetBusCoachStopCluster,East Ham Station,325,51.53938,0.051046
490G000712,NaptanBusCoachStation,Prince Regent Bus Station,325,51.509451,0.035161
940GZZLUEHM,NaptanMetroStation,East Ham Underground Station,325,51.538948,0.051186
490000106F,NaptanPublicBusCoachTram,Hendon Central Station,326,51.5839,-0.228682
490000106G,NaptanPublicBusCoachTram,Hendon Central Station,326,51.58388,-0.22799
490000107Q,NaptanPublicBusCoachTram,High Barnet Station,326,51.65008,-0.194836
490000107R,NaptanPublicBusCoachTram,High Barnet Station,326,51.649345,-0.193247
490000237A,NaptanPublicBusCoachTram,Totteridge & Whetstone Station,326,51.630161,-0.177884
490000237B,NaptanPublicBusCoachTram,Totteridge & Whetstone Station,326,51.63008,-0.17676
490000261N,NaptanPublicBusCoachTram,West Finchley Station,326,51.609583,-0.189872
490000261S,NaptanPublicBusCoachTram,West Finchley Station,326,51.609354,-0.189636
490000375Y,NaptanPublicBusCoachTram,Argyle Road  Courthouse Road,326,51.613594,-0.187589
490000375Z,NaptanPublicBusCoachTram,Argyle Road  Courthouse Road,326,51.612468,-0.188038
490000887Y,NaptanPublicBusCoachTram,Courthouse Road,326,51.611982,-0.188592
490000887Z,NaptanPublicBusCoachTram,Courthouse Road,326,51.611316,-0.188575
490000912Y,NaptanPublicBusCoachTram,Chilvins Court,326,51.608235,-0.191124
490000912Z,NaptanPublicBusCoachTram,Chilvins Court,326,51.607984,-0.191178
490000940Y,NaptanPublicBusCoachTram,Nether Street  West Finchley,326,51.60673,-0.193812
490000940Z,NaptanPublicBusCoachTram,Nether Street  West Finchley,326,51.606362,-0.193856
490000942Z,NaptanPublicBusCoachTram,Elm Park Road  West Finchley,326,51.604221,-0.195573
490000990Z,NaptanPublicBusCoachTram,Eversleigh Road,326,51.604906,-0.195083
490001201D,NaptanPublicBusCoachTram,New Barnet Station  / Station Road,326,51.649682,-0.176089
490001985Z,NaptanPublicBusCoachTram,Hill Crescent,326,51.630201,-0.18278
490002253Z,NaptanPublicBusCoachTram,Elton Avenue,326,51.646929,-0.195771
490002254Z,NaptanPublicBusCoachTram,Vale Avenue,326,51.647814,-0.193105
490002255Z,NaptanPublicBusCoachTram,Mays Lane  Brent Place,326,51.646966,-0.195292
490002256Y,NaptanPublicBusCoachTram,Greenway  Totteridge,326,51.628622,-0.18306
490002256Z,NaptanPublicBusCoachTram,Greenway  Totteridge,326,51.629162,-0.183068
490002257Y,NaptanPublicBusCoachTram,Laurel Way,326,51.623549,-0.187005
490002257Z,NaptanPublicBusCoachTram,Laurel Way,326,51.623549,-0.187005
490002258Y,NaptanPublicBusCoachTram,Chiddingfold,326,51.622848,-0.188246
490002258Z,NaptanPublicBusCoachTram,Chiddingfold,326,51.622609,-0.188443
490002259Y,NaptanPublicBusCoachTram,Northiam,326,51.622181,-0.189862
490002259Z,NaptanPublicBusCoachTram,Northiam,326,51.622054,-0.189766
490002260Y,NaptanPublicBusCoachTram,Tillingham Way,326,51.620413,-0.190683
490002260Z,NaptanPublicBusCoachTram,Tillingham Way,326,51.62014,-0.190492
490002261Y,NaptanPublicBusCoachTram,Southover,326,51.618789,-0.190907
490002261Z,NaptanPublicBusCoachTram,Southover,326,51.618152,-0.190427
490002263Y,NaptanPublicBusCoachTram,Chanctonbury Way,326,51.616651,-0.190457
490002263Z,NaptanPublicBusCoachTram,Chanctonbury Way,326,51.617703,-0.190444
490003156E,NaptanPublicBusCoachTram,Finchley Central,326,51.602272,-0.193932
490003156F,NaptanPublicBusCoachTram,Finchley Central,326,51.602064,-0.193839
490003218E,NaptanPublicBusCoachTram,Alexandra Road,326,51.590077,-0.21503
490003218W,NaptanPublicBusCoachTram,Alexandra Road,326,51.589792,-0.216398
490003366N,NaptanPublicBusCoachTram,Arden Road,326,51.5957,-0.204602
490003366S,NaptanPublicBusCoachTram,Arden Road,326,51.594962,-0.205165
490003634H,NaptanPublicBusCoachTram,Barnet High Street / Barnet Church,326,51.652623,-0.198812
490003634L,NaptanPublicBusCoachTram,Barnet Church,326,51.652626,-0.199043
490003639D,NaptanPublicBusCoachTram,Barnet High Street,326,51.654662,-0.201594
490003639J,NaptanPublicBusCoachTram,Barnet High Street,326,51.653527,-0.201494
490003640S,NaptanPublicBusCoachTram,Potters Lane,326,51.647209,-0.188287
490003724S,NaptanPublicBusCoachTram,Beaufort Gardens,326,51.579891,-0.225273
490004282A,NaptanPublicBusCoachTram,Brent Cross Shopping Centre,326,51.575647,-0.223519
490004282D,NaptanPublicBusCoachTram,Brent Cross Shopping Centre,326,51.575761,-0.222692
490004553N,NaptanPublicBusCoachTram,Buckingham Avenue,326,51.635761,-0.177168
490004978N,NaptanPublicBusCoachTram,Chandos Avenue,326,51.633332,-0.175936
490004978S,NaptanPublicBusCoachTram,Chandos Avenue,326,51.633613,-0.175535
490005253Q,NaptanPublicBusCoachTram,Middlesex University,326,51.589367,-0.228094
490005253R,NaptanPublicBusCoachTram,Church End,326,51.589943,-0.225184
490005253Z,NaptanPublicBusCoachTram,Church End,326,51.590012,-0.225557
490005744N,NaptanPublicBusCoachTram,Crescent Road,326,51.644235,-0.165858
490005803N,NaptanPublicBusCoachTram,Crooked Usage,326,51.593565,-0.207891
490005803S,NaptanPublicBusCoachTram,Crooked Usage,326,51.593264,-0.208149
490006098W,NaptanPublicBusCoachTram,Hera Avenue,326,51.644337,-0.19914
490006284W,NaptanPublicBusCoachTram,Crescent Road,326,51.643244,-0.166317
490006313E,NaptanPublicBusCoachTram,Victoria Road,326,51.647545,-0.167647
490006313N,NaptanPublicBusCoachTram,Victoria Road,326,51.648228,-0.168747
490006337S,NaptanPublicBusCoachTram,East End Road,326,51.597909,-0.197339
490007031N,NaptanPublicBusCoachTram,Friern Mount Drive,326,51.637055,-0.178258
490007031S,NaptanPublicBusCoachTram,Friern Mount Drive,326,51.63652,-0.177427
490007337CA,NaptanPublicBusCoachTram,Graham Road,326,51.581426,-0.226887
490007385N,NaptanPublicBusCoachTram,Gravel Hill,326,51.597651,-0.198706
490007411E1,NaptanPublicBusCoachTram,Great North Way,326,51.590924,-0.212745
490007411W1,NaptanPublicBusCoachTram,Great North Way,326,51.590537,-0.213323
490007411W2,NaptanPublicBusCoachTram,Broughton Avenue,326,51.592,-0.21022
490007422E,NaptanPublicBusCoachTram,Broughton Avenue,326,51.592135,-0.210229
490007893N,NaptanPublicBusCoachTram,Hasluck Gardens,326,51.643133,-0.179416
490007893S,NaptanPublicBusCoachTram,Hasluck Gardens,326,51.642821,-0.179559
490008054H,NaptanPublicBusCoachTram,Hendon Lane,326,51.59946,-0.195848
490008056O,NaptanPublicBusCoachTram,Hendon Town Hall,326,51.58751,-0.229566
490008056P,NaptanPublicBusCoachTram,Hendon Town Hall,326,51.588188,-0.22863
490008057J,NaptanPublicBusCoachTram,Hendon War Memorial,326,51.585838,-0.230237
490008933E,NaptanPublicBusCoachTram,Lancaster Road,326,51.643436,-0.168839
490008933W,NaptanPublicBusCoachTram,York Road,326,51.643449,-0.171368
490009313Y,NaptanPublicBusCoachTram,Longland Drive,326,51.626269,-0.184989
490009313Z,NaptanPublicBusCoachTram,Longland Drive,326,51.626718,-0.184379
490009489S,NaptanPublicBusCoachTram,Lyonsdown Road,326,51.640885,-0.180576
490009772N,NaptanPublicBusCoachTram,High Barnet Station / Meadway,326,51.651361,-0.196896
490009975E,NaptanPublicBusCoachTram,Monks Avenue,326,51.643609,-0.174122
490009975W,NaptanPublicBusCoachTram,Lyonsdown Avenue,326,51.643439,-0.176513
490010192W,NaptanPublicBusCoachTram,New Barnet Station  / Station Road,326,51.649396,-0.176795
490010193B,NaptanPublicBusCoachTram,New Barnet Sainsbury's,326,51.649616,-0.171278
490010193C,NaptanPublicBusCoachTram,New Barnet Sainsbury's,326,51.649873,-0.171572
490010329H,NaptanPublicBusCoachTram,North Circular Road,326,51.577475,-0.219522
490011180N,NaptanPublicBusCoachTram,Pricklers Hill,326,51.641821,-0.180596
490011191F,NaptanPublicBusCoachTram,Prince Charles Drive,326,51.576423,-0.220082
490011868T,NaptanPublicBusCoachTram,Salisbury Road,326,51.654947,-0.204387
490012366E,NaptanPublicBusCoachTram,Spalding Road,326,51.577893,-0.221555
490012424B,NaptanPublicBusCoachTram,St Albans Road,326,51.655971,-0.201947
490012787E,NaptanPublicBusCoachTram,St Mary's Avenue,326,51.597768,-0.201026
490012787W,NaptanPublicBusCoachTram,St Mary's Avenue,326,51.597327,-0.201607
